"OBJECTID","PERMIT_TYPE","DBA","CAMIS","APPROVED_SIDEWALK","APPROVED_ROAD","SUBMISSION_DATE1"
8443,"sidewalk","Hui&Yuri Inc","4610756","yes","no",15-JUL-20
6162,"sidewalk","Hui&Yuri Inc","4610756","yes","no",28-JUN-20
7695,"sidewalk","MACARON COFFEE BAR","4738041","yes","no",08-JUL-20
4165,"roadway","ENTHAICE THAI KITCHEN","5000126","no","yes",23-JUN-20
1852,"both","Beija-Flor","5000587","yes","yes",19-JUN-20
1886,"both","beija-flor","5000587","yes","yes",19-JUN-20
4240,"both","Ironbar Hell�s Kitchen","5001977","yes","yes",23-JUN-20
2695,"sidewalk","Cyclo","5005823","yes","no",20-JUN-20
3633,"sidewalk","Greenwich BBQ LLC","5008145","yes","no",22-JUN-20
4702,"sidewalk","Samcom 48 DE LLC","5008911","yes","no",23-JUN-20
2676,"both","hahmjibach","5008918","yes","yes",20-JUN-20
4588,"both","Purepecha","5009683","yes","yes",23-JUN-20
8350,"both","La flor vieja inc","5101739","yes","yes",14-JUL-20
1141,"both","Concettina Inc.","5279240","yes","yes",19-JUN-20
2706,"sidewalk","FANSWAY TERIAKI KITCHEN","5342717","yes","no",20-JUN-20
158,"sidewalk","peri ela","6778909","yes","no",19-JUN-20
2220,"sidewalk","Palm Restaurant New York City Downtown, LLC","6976673","yes","no",20-JUN-20
5207,"roadway","dba moonstruck","10008259","no","yes",25-JUN-20
2573,"sidewalk","Acosta Deli Restaurant  Inc","10644266","yes","no",20-JUN-20
8386,"both","Cantina Paisa corporation","11111111","yes","yes",14-JUL-20
5859,"sidewalk","Hudson Smokehous37e Corp","11111111","yes","no",26-JUN-20
9103,"openstreets","HDF Brooklyn","12129865","no","no",22-JUL-20
8354,"roadway","Monty's Pizza","12345678","no","yes",14-JUL-20
8315,"both","Latino Sports Club","12345686","yes","yes",14-JUL-20
6574,"sidewalk","The Owl Farm","12616955","yes","no",30-JUN-20
6647,"both","Cafe on ralph Avenue LC","13234496","yes","yes",30-JUN-20
9502,"both","Hill Top Deli","14062500","yes","yes",29-JUL-20
8394,"sidewalk","Suspenders Restaurant","14376805","yes","no",14-JUL-20
7966,"sidewalk","little italy pizza","14822683","yes","no",09-JUL-20
7910,"sidewalk","Sstarbucks coffee company","15522535","yes","no",09-JUL-20
9325,"both","sapore d italia corp","17201908","yes","yes",25-JUL-20
9387,"both","sapore d italia corp","17201908","yes","yes",27-JUL-20
5684,"both","Dali Market","18840000","yes","yes",26-JUN-20
7009,"both","Borjas Deli","18910400","yes","yes",02-JUL-20
8591,"openstreets","Nuevo M�xico Inc.","20449387","no","no",16-JUL-20
7788,"roadway","SAHARA'S TURKISH CUISINE","20664506","no","yes",08-JUL-20
9454,"sidewalk","star of newkirk","20807595","yes","no",28-JUL-20
1482,"both","Pineapple Club LLC","23002314","yes","yes",19-JUN-20
8063,"both","Palm West Corp","25101455","yes","yes",11-JUL-20
7192,"sidewalk","Bklyn�s pizza joint LLC","26342972","yes","no",03-JUL-20
10968,"sidewalk","Leitrim Pub Inc. dba D.J. Reynolds","30191841","yes","no",13-SEP-20
3270,"both","Nostro Ristorante","40045350","yes","yes",22-JUN-20
1617,"roadway","31 GREAT JONES RESTAURANT CORP","40165359","no","yes",19-JUN-20
8220,"sidewalk","Miss Mamie","40364179","yes","no",13-JUL-20
3593,"sidewalk","Peter Luger","40364335","yes","no",22-JUN-20
7379,"roadway","Peter Luger","40364335","no","yes",06-JUL-20
7739,"roadway","Isle of Capri","40364373","no","yes",08-JUL-20
10989,"sidewalk","OLD TOWN BAR &  RESTAURANT","40364389","yes","no",15-SEP-20
1729,"both","7B Horseshoe Bar","40364518","yes","yes",19-JUN-20
6427,"both","Donohue's Steak Hpuse","40364572","yes","yes",29-JUN-20
1354,"roadway","Tout va tou bien restaurant inc","40364576","no","yes",19-JUN-20
3834,"both","Junior's Restaurant & Bakery","40364581","yes","yes",22-JUN-20
9419,"sidewalk","old homestead restaurant","40364715","yes","no",27-JUL-20
7276,"both","Rizzos Pizzarama inc","40364920","yes","yes",04-JUL-20
233,"both","McSorley�s Old Ale House","40365075","yes","yes",19-JUN-20
9029,"both","Forlini's Restaurant, Inc.","40365098","yes","yes",21-JUL-20
3554,"both","Corner Bistro","40365166","yes","yes",22-JUN-20
992,"roadway","1616 second ave restaurant","40365239","no","yes",19-JUN-20
9104,"both","Palm Too","40365287","yes","yes",22-JUL-20
2451,"both","J V Successors Inc","40365288","yes","yes",20-JUN-20
4684,"both","ARTURO'S RESTAURANT","40365387","yes","yes",23-JUN-20
9461,"both","J&L YANKEE INC.","40365499","yes","yes",28-JUL-20
5370,"sidewalk","Buzwin Donut Corp.","40365525","yes","no",25-JUN-20
8548,"roadway","No difference","40365577","no","yes",16-JUL-20
11212,"openstreets","V &amp; T RESTAURANT","40365577","no","no",02-OCT-20
3945,"sidewalk","Jahn's Restaurant","40365627","yes","no",22-JUN-20
8038,"both","jahns restaurant","40365627","yes","yes",10-JUL-20
7571,"openstreets","326 Restaurant Corp","40365644","no","no",07-JUL-20
7247,"both","326 West 46th street","40365644","yes","yes",04-JUL-20
8909,"both","Patsy's Italian Restaurant Inc","40365789","yes","yes",19-JUL-20
2795,"sidewalk","A.V.O. REST CORP","40365938","yes","no",21-JUN-20
2959,"both","Nancy Whiskey Pub","40365968","yes","yes",21-JUN-20
629,"sidewalk","Michael's of Brooklyn, Inc.","40366154","yes","no",19-JUN-20
2157,"sidewalk","Killarney Rose","40366222","yes","no",20-JUN-20
2150,"sidewalk","Killarney Rose","40366222","yes","no",20-JUN-20
8458,"both","Don peppe inc.","40366230","yes","yes",15-JUL-20
263,"sidewalk","blarney castle","40366356","yes","no",19-JUN-20
10765,"both","NAOMI KOSHER PIZZA","40366425","yes","yes",01-SEP-20
89,"roadway","Tio Pepe","40366473","no","yes",19-JUN-20
72,"sidewalk","Tio Pepe","40366473","yes","no",19-JUN-20
5964,"sidewalk","Mulgriff Tavern, Inc.","40366497","yes","no",27-JUN-20
3628,"both","Fascati Pizza","40366652","yes","yes",22-JUN-20
8773,"sidewalk","Baby Bo's Cantina","40366661","yes","no",17-JUL-20
8837,"sidewalk","Cara Mia Restaurant","40366812","yes","no",18-JUL-20
6010,"both","La Fusta Restaurant","40366879","yes","yes",27-JUN-20
3114,"sidewalk","Lulus luncheonette","40366938","yes","no",21-JUN-20
4445,"both","MEXICO LINDO RESTAURANT","40367038","yes","yes",23-JUN-20
371,"both","Broome Street Bar","40367189","yes","yes",19-JUN-20
6555,"both","James OHanlons Pub","40367232","yes","yes",30-JUN-20
8055,"both","Charlie's bar","40367240","yes","yes",10-JUL-20
5215,"both","J.G. Melon.","40367241","yes","yes",25-JUN-20
6293,"both","The Flame Restaurant","40367365","yes","yes",29-JUN-20
5981,"both","Jackson Hole Burgers","40367373","yes","yes",27-JUN-20
9460,"openstreets","Zum Stammtisch Inc.","40367377","no","no",28-JUL-20
131,"sidewalk","Zum Stammtisch Inc.","40367377","yes","no",19-JUN-20
80,"both","Mr. Broadway Restaurant","40367534","yes","yes",19-JUN-20
11374,"sidewalk","PICCOLA VENEZIA","40367540","yes","no",21-OCT-20
11339,"sidewalk","PICCOLA VENEZIA","40367540","yes","no",16-OCT-20
2636,"roadway","Mimi's Restaurant Inc.","40367728","no","yes",20-JUN-20
350,"sidewalk","Lenny�s clam bar inc","40367749","yes","no",19-JUN-20
4751,"sidewalk","Griffis Faculty Club Inc","40367752","yes","no",24-JUN-20
11110,"sidewalk","DANI PIZZA AND RESTAURANT","40367789","yes","no",25-SEP-20
9618,"sidewalk","McDonald's","40367790","yes","no",31-JUL-20
9982,"sidewalk","McDonald's","40367829","yes","no",07-AUG-20
10230,"sidewalk","Cafe Fiorello","40367841","yes","no",13-AUG-20
10586,"roadway","Elephant & Castle","40368157","no","yes",24-AUG-20
7632,"sidewalk","Elephant & Castle Inc.","40368157","yes","no",07-JUL-20
10966,"both","CHERRY TAVERN","40368271","yes","yes",12-SEP-20
5033,"sidewalk","cherry tavern inc.","40368271","yes","no",24-JUN-20
3214,"sidewalk","The Red Flamw","40368313","yes","no",22-JUN-20
6300,"both","The Red Flame","40368313","yes","yes",29-JUN-20
6294,"both","The Red Flame","40368313","yes","yes",29-JUN-20
3682,"both","Maggies Place inc","40368318","yes","yes",22-JUN-20
3008,"both","Lough Duff Rest Inc.","40368338","yes","yes",21-JUN-20
10676,"sidewalk","FROST RESTAURANT","40368526","yes","no",27-AUG-20
533,"both","IL Cortile Restaurant","40368555","yes","yes",19-JUN-20
9990,"sidewalk","Parkway Restaurant","40368632","yes","no",07-AUG-20
6893,"roadway","Cafe Riazor","40368725","no","yes",02-JUL-20
881,"sidewalk","Marbella Restaurant","40368801","yes","no",19-JUN-20
4698,"sidewalk","P.J.Cardivan Inc.","40368809","yes","no",23-JUN-20
5801,"both","HATSUHANA of USA INC","40368897","yes","yes",26-JUN-20
9602,"roadway","STEVE'S COFFEE SHOP","40369051","no","yes",30-JUL-20
9603,"roadway","STEVE'S COFFEE SHOP","40369051","no","yes",30-JUL-20
1467,"both","Petac corp","40369087","yes","yes",19-JUN-20
9644,"both","Jody's Club Forest","40369158","yes","yes",31-JUL-20
7642,"sidewalk","JODY'S CLUB FOREST","40369158","yes","no",07-JUL-20
620,"sidewalk","Jody's Club Forest","40369158","yes","no",19-JUN-20
3201,"both","Rob Tess Restaurant Corp","40369165","yes","yes",22-JUN-20
3199,"roadway","Rob-Tess Rest. Corp","40369165","no","yes",22-JUN-20
11062,"both","WHITESTONE LANES","40369213","yes","yes",22-SEP-20
9459,"sidewalk","SEA SHORE RESTAUANT","40369299","yes","no",28-JUL-20
514,"roadway","Fabrizio Cavallacci","40369418","no","yes",19-JUN-20
11103,"both","Cafe Un Deux Trois","40369461","yes","yes",25-SEP-20
11303,"both","KNICKERBOCKER BAR &amp; GRILL","40369521","yes","yes",11-OCT-20
861,"both","Mudville 9","40369619","yes","yes",19-JUN-20
243,"both","Mudville 9","40369619","yes","yes",19-JUN-20
9979,"sidewalk","McDonald's","40369724","yes","no",07-AUG-20
3457,"both","Nectar Cafe","40369759","yes","yes",22-JUN-20
3472,"both","Nectar Cafe","40369759","yes","yes",22-JUN-20
6673,"both","Villa Mosconi Restaurant Inc","40369878","yes","yes",01-JUL-20
11052,"both","THE NEW AMITY RESTAURANT","40369940","yes","yes",20-SEP-20
2819,"both","Volare Restaurant Corp","40369954","yes","yes",21-JUN-20
11422,"both","SPARKS STEAK HOUSE","40369958","yes","yes",28-OCT-20
3501,"both","4272 Katonah Pub Inc","40370150","yes","yes",22-JUN-20
10452,"both","EAR Inn Inc","40370168","yes","yes",19-AUG-20
827,"both","3 guys restaurant","40370463","yes","yes",19-JUN-20
10320,"sidewalk","Smith & Wollensky","40370766","yes","no",17-AUG-20
10167,"roadway","Smith & Wollensky","40370766","no","yes",12-AUG-20
10168,"sidewalk","Smith & Wollensky","40370766","yes","no",12-AUG-20
6617,"sidewalk","The Olive Tree Cafe","40370856","yes","no",30-JUN-20
6193,"roadway","The Olive Tree Cafe","40370856","no","yes",28-JUN-20
8854,"both","La Baraka","40371614","yes","yes",18-JUL-20
3223,"sidewalk","Liberman, Solomon","40371684","yes","no",22-JUN-20
732,"sidewalk","La Palina Restaurant","40371727","yes","no",19-JUN-20
7512,"sidewalk","J.J. Mariner�s Inn","40371906","yes","no",07-JUL-20
4433,"both","Greenhouse Cafe","40372112","yes","yes",23-JUN-20
9657,"sidewalk","La Ripaille","40372262","yes","no",31-JUL-20
7603,"both","La Ripaille Corp","40372262","yes","yes",07-JUL-20
8580,"both","Don Filippo Restaurant  and Pizza","40372417","yes","yes",16-JUL-20
11148,"sidewalk","DAZIES RESTAURANT","40372426","yes","no",29-SEP-20
3900,"both","Omonia Cafe","40372445","yes","yes",22-JUN-20
6297,"sidewalk","Astro Restaurant","40373113","yes","no",29-JUN-20
2887,"both","Dove diner","40373118","yes","yes",21-JUN-20
2095,"both","VICTOR'S CAFE","40373500","yes","yes",20-JUN-20
2553,"roadway","Keens Steakhouse","40373656","no","yes",20-JUN-20
10774,"openstreets","keens steakhouse","40373656","no","no",01-SEP-20
6518,"both","Bubo","40373669","yes","yes",30-JUN-20
6964,"both","73rd Street Restaurant Corp","40373794","yes","yes",02-JUL-20
11223,"both","IL MULINO","40373888","yes","yes",03-OCT-20
11225,"both","IL MULINO","40373888","yes","yes",03-OCT-20
9856,"both","The Malt House","40373912","yes","yes",05-AUG-20
10592,"sidewalk","1621 RESTAURANTS INC","40374192","yes","no",24-AUG-20
9026,"both","ELIO'S RESTAURANT INC","40374192","yes","yes",21-JUL-20
358,"both","THE MOLLY WEE","40374277","yes","yes",19-JUN-20
10876,"both","OMEN JAPANESE CUISINE","40374415","yes","yes",06-SEP-20
11316,"both","ROSIE O'GRADY'S  RESTAURANT","40374711","yes","yes",13-OCT-20
3162,"both","CASA BELLA RESTAURANT","40374834","yes","yes",21-JUN-20
1388,"both","Turkey�s Nest Tavern","40375108","yes","yes",19-JUN-20
10224,"both","Ozone Pizzeria Inc.","40375369","yes","yes",13-AUG-20
1903,"both","Arturo�s","40375616","yes","yes",19-JUN-20
8472,"sidewalk","Cozy Soup & Burger","40375839","yes","no",15-JUL-20
4114,"roadway","Lusardi's","40376142","no","yes",22-JUN-20
2757,"sidewalk","Luma restaurant inc","40376142","yes","no",21-JUN-20
10037,"both","345 Court street Corp","40376495","yes","yes",07-AUG-20
5374,"both","Manhattan Monster, Inc","40376496","yes","yes",25-JUN-20
6316,"sidewalk","Swallow Cafe","40376635","yes","no",29-JUN-20
3017,"both","P.J Bernstein","40376718","yes","yes",21-JUN-20
4526,"sidewalk","P.J. Carney's","40376735","yes","no",23-JUN-20
7808,"roadway","Tomoe","40376944","no","yes",08-JUL-20
6007,"both","Jackson Hole Burgers","40377325","yes","yes",27-JUN-20
1778,"both","Vesuvio","40377506","yes","yes",19-JUN-20
2544,"sidewalk","The Rock Health And Fitness Club","40378136","yes","no",20-JUN-20
8702,"openstreets","Narita Japanese restaurant","40378190","no","no",17-JUL-20
3444,"both","Narita Japanese restaurant","40378190","yes","yes",22-JUN-20
10270,"both","Il Cantinori","40378571","yes","yes",15-AUG-20
10903,"both","ANDREWS COFFEE SHOP","40378579","yes","yes",09-SEP-20
2038,"both","andrews coffee shop","40378579","yes","yes",20-JUN-20
10506,"sidewalk","Kosher Hut of Brooklyn Inc","40378827","yes","no",21-AUG-20
2022,"both","Edita�s Bar and Restaurant Inc DBA/as Flamingo","40379026","yes","yes",20-JUN-20
1152,"both","Monte�s Trattoria","40379149","yes","yes",19-JUN-20
8347,"sidewalk","London Lennies","40379566","yes","no",14-JUL-20
823,"sidewalk","kolombos rest inc","40379580","yes","no",19-JUN-20
1132,"sidewalk","kolombos rest inc","40379580","yes","no",19-JUN-20
7939,"both","Coopertown Diner","40379580","yes","yes",09-JUL-20
7250,"both","Hasaki","40379628","yes","yes",04-JUL-20
6830,"both","Mezzaluna Restaurant","40379662","yes","yes",01-JUL-20
7084,"both","Restaurant Nippon","40379746","yes","yes",03-JUL-20
1244,"both","oharas restaurant","40379890","yes","yes",19-JUN-20
4190,"both","E.A.T.","40379920","yes","yes",23-JUN-20
6873,"sidewalk","238 Food Corp DBA Riverdale Diner","40380253","yes","no",02-JUL-20
2297,"both","ARRIBA ARRIBA MEXICAN RES","40380457","yes","yes",20-JUN-20
8925,"sidewalk","Barney Greengrass, Inc.","40380517","yes","no",19-JUL-20
9374,"roadway","Barney Greengrass, Inc.","40380517","no","yes",26-JUL-20
146,"roadway","BURRITO LOCO","40380660","no","yes",19-JUN-20
10724,"roadway","SYMPOSIUM GREEK RESTAURANT","40381210","no","yes",28-AUG-20
6771,"roadway","NY Restaurant Supplies Inc","40381420","no","yes",01-JUL-20
511,"sidewalk","Clark's Restaurant","40381551","yes","no",19-JUN-20
7316,"both","Miss Lily's 7A","40381720","yes","yes",05-JUL-20
8807,"openstreets","Miss Lily's 7a","40381720","no","no",17-JUL-20
547,"roadway","Miss Lily's 7A","40381720","no","yes",19-JUN-20
4686,"sidewalk","Rosa Mexicano","40381797","yes","no",23-JUN-20
1156,"both","Parnells Pub","40382802","yes","yes",19-JUN-20
2764,"both","Cobblestones Pub","40383003","yes","yes",21-JUN-20
3592,"sidewalk","NA","40383033","yes","no",22-JUN-20
2884,"both","il toscano ristorante inc.","40383147","yes","yes",21-JUN-20
10280,"both","Brandy's Piano Bar","40383511","yes","yes",15-AUG-20
8886,"sidewalk","Real Madrid Restaurant","40383609","yes","no",19-JUL-20
9976,"both","Canlon�s Restaurant Inc.","40383737","yes","yes",07-AUG-20
8754,"sidewalk","Canlon�s Restaurant Inc.","40383737","yes","no",17-JUL-20
6758,"both","A1 J1","40383819","yes","yes",01-JUL-20
6781,"both","Russian Samovar Inc","40383825","yes","yes",01-JUL-20
3372,"both","HUDSON BAR & BOOKS","40573715","yes","yes",22-JUN-20
2070,"both","C & O Coffee Shop, INC.","40574293","yes","yes",20-JUN-20
2602,"both","Mezcals Mexican Restaurant","40574474","yes","yes",20-JUN-20
7395,"both","Vinny�s of Carroll Gardens Restaurant & Luncheonette Inc.","40574733","yes","yes",06-JUL-20
8291,"both","Balthazar Restaurant","40574871","yes","yes",14-JUL-20
8292,"both","Balthazar Bakery","40574872","yes","yes",14-JUL-20
11154,"roadway","CIPRIANI DOWNTOWN","40576044","no","yes",29-SEP-20
151,"sidewalk","Downtown Restaurant Co LLC","40576044","yes","no",19-JUN-20
9836,"sidewalk","BARRIES RESTAURANT","40576056","yes","no",05-AUG-20
5053,"both","Felice","40576150","yes","yes",24-JUN-20
4585,"both","Mariella Pizza","40576196","yes","yes",23-JUN-20
6668,"sidewalk","Rettley Inc.","40576251","yes","no",01-JUL-20
2045,"sidewalk","Hectors","40576260","yes","no",20-JUN-20
8945,"both","Maya","40576403","yes","yes",20-JUL-20
4287,"sidewalk","Maya","40576403","yes","no",23-JUN-20
1305,"both","Bel Aire diner","40576812","yes","yes",19-JUN-20
213,"both","Estiatorio Milos","40577535","yes","yes",19-JUN-20
6681,"both","Il Postino inc","40578124","yes","yes",01-JUL-20
10381,"sidewalk","IL Postino Ristorante, Inc.","40578124","yes","no",18-AUG-20
6255,"both","Osteria Laguna","40578252","yes","yes",29-JUN-20
9991,"openstreets","Merlagre inc","40579607","no","no",07-AUG-20
712,"both","Paul and Jimmy's Restaurant","40579607","yes","yes",19-JUN-20
673,"roadway","Paul and Jimmy's Restaurant","40579607","no","yes",19-JUN-20
7480,"both","BALLATOS RESTAUANT CORP","40581363","yes","yes",06-JUL-20
1339,"both","BALLATOS RESTURANT CORP","40581363","yes","yes",19-JUN-20
6269,"roadway","Maz Mezcal","40581692","no","yes",29-JUN-20
1801,"sidewalk","Maz Mezcal","40581692","yes","no",19-JUN-20
2227,"both","EMPORIUM BRASIL INC.","40581917","yes","yes",20-JUN-20
7042,"both","Lechon Hornado Ecuatoriano Corp","40582271","yes","yes",02-JUL-20
11434,"both","Bronx River Yacht Club","40582335","yes","yes",28-OCT-20
7680,"both","Cho Dang Gol","40584086","yes","yes",08-JUL-20
6365,"sidewalk","TOLEDO 35 INC.","40584086","yes","no",29-JUN-20
1898,"sidewalk","St. Mark Food Corp.","40585040","yes","no",19-JUN-20
7103,"sidewalk","New Capitol Restaurant","40585102","yes","no",03-JUL-20
4652,"both","Casanova Restaurant corp.","40585479","yes","yes",23-JUN-20
2312,"sidewalk","GUYANDGALLARD II","40585966","yes","no",20-JUN-20
4881,"roadway","Pearl Oyster Bar","40586621","no","yes",24-JUN-20
9614,"openstreets","Pearl Oyster Bar","40586621","no","no",31-JUL-20
11294,"both","PERFECTO PIZZA &amp; COFFEE SHOP","40586834","yes","yes",09-OCT-20
887,"sidewalk","Loula Donuts Shop inc","40586834","yes","no",19-JUN-20
7982,"sidewalk","McLoughlins Bar Inc.","40587835","yes","no",09-JUL-20
2325,"sidewalk","FJM Pizza inc.","40587915","yes","no",20-JUN-20
5113,"sidewalk","Ciro Pizzeria","40588072","yes","no",24-JUN-20
7100,"both","Connecticut Muffin","40589507","yes","yes",03-JUL-20
7314,"both","Grilled Steak Corp. El Super Chivito","40589546","yes","yes",05-JUL-20
1868,"sidewalk","El Super Chivito","40589546","yes","no",19-JUN-20
10096,"sidewalk","Cobra Restaurant Inc.","40591422","yes","no",10-AUG-20
3928,"both","The Otheroom","40592117","yes","yes",22-JUN-20
10500,"both","PARMA SOUTH END FOOD CORP.","40592207","yes","yes",20-AUG-20
